date,pres,alt
2016-09-17T05:26:20.498+02:00,96.7810668945,1.94183349609
2016-09-17T05:26:21.900+02:00,96.7809143066,1.95538330078
2016-09-17T05:26:23.302+02:00,96.7806015015,1.98251342773
2016-09-17T05:26:24.705+02:00,96.7806015015,1.98251342773
2016-09-17T05:26:26.107+02:00,96.7803268433,2.00601196289
2016-09-17T05:26:27.509+02:00,96.7794799805,2.07955932617
2016-09-17T05:26:28.912+02:00,96.7792510986,2.09887695312
2016-09-17T05:26:30.314+02:00,96.7794799805,2.07955932617
2016-09-17T05:26:31.716+02:00,96.7790908813,2.11245727539
2016-09-17T05:26:33.119+02:00,96.7776184082,2.24029541016
2016-09-17T05:26:34.524+02:00,96.7774658203,2.25280761719
2016-09-17T05:26:35.923+02:00,96.7765350342,2.33367919922
2016-09-17T05:26:37.326+02:00,96.7765350342,2.33367919922
2016-09-17T05:26:38.728+02:00,96.7777175903,2.23141479492
2016-09-17T05:26:40.130+02:00,96.7777175903,2.23141479492
2016-09-17T05:26:41.533+02:00,96.7777175903,2.23141479492
2016-09-17T05:26:42.935+02:00,96.7775192261,2.24862670898
2016-09-17T05:26:44.338+02:00,96.7777404785,2.22930908203
2016-09-17T05:26:45.740+02:00,96.7777404785,2.22930908203
2016-09-17T05:26:47.142+02:00,96.7777404785,2.22930908203
2016-09-17T05:26:48.545+02:00,96.7769622803,2.29663085938
2016-09-17T05:26:49.950+02:00,96.7763519287,2.3493347168
2016-09-17T05:26:51.349+02:00,96.776184082,2.36343383789
2016-09-17T05:26:52.752+02:00,96.776184082,2.36343383789
2016-09-17T05:26:54.156+02:00,96.7761993408,2.36236572266
2016-09-17T05:26:55.556+02:00,96.7761993408,2.36236572266
2016-09-17T05:26:56.959+02:00,96.7760467529,2.37594604492
2016-09-17T05:26:58.361+02:00,96.7760391235,2.37646484375
2016-09-17T05:26:59.763+02:00,96.7755889893,2.41558837891
2016-09-17T05:27:01.166+02:00,96.7760391235,2.37646484375
2016-09-17T05:27:02.568+02:00,96.7755889893,2.41558837891
2016-09-17T05:27:03.971+02:00,96.770072937,2.89199829102
2016-09-17T05:27:05.373+02:00,96.7523574829,4.42260742188
2016-09-17T05:27:06.777+02:00,96.7388916016,5.58648681641
2016-09-17T05:27:08.178+02:00,96.7338409424,6.02282714844
2016-09-17T05:27:09.580+02:00,96.7331237793,6.0849609375
2016-09-17T05:27:10.983+02:00,96.731262207,6.24520874023
2016-09-17T05:27:12.385+02:00,96.7304840088,6.31304931641
2016-09-17T05:27:13.787+02:00,96.7304840088,6.31304931641
2016-09-17T05:27:15.190+02:00,96.7323608398,6.15072631836
2016-09-17T05:27:16.592+02:00,96.7323608398,6.15072631836
2016-09-17T05:27:17.995+02:00,96.7309646606,6.27182006836
2016-09-17T05:27:19.397+02:00,96.7309646606,6.27182006836
2016-09-17T05:27:20.799+02:00,96.7309646606,6.27182006836
2016-09-17T05:27:22.202+02:00,96.7309875488,6.26974487305
2016-09-17T05:27:23.604+02:00,96.7392501831,5.55517578125
2016-09-17T05:27:25.007+02:00,96.7571411133,4.00927734375
2016-09-17T05:27:26.409+02:00,96.770614624,2.84503173828
2016-09-17T05:27:27.811+02:00,96.7729644775,2.642578125
2016-09-17T05:27:29.213+02:00,96.7729644775,2.642578125
2016-09-17T05:27:30.616+02:00,96.7726287842,2.67129516602
2016-09-17T05:27:32.018+02:00,96.7726287842,2.67129516602
2016-09-17T05:27:33.421+02:00,96.7726287842,2.67129516602
2016-09-17T05:27:34.823+02:00,96.7722091675,2.70727539062
2016-09-17T05:27:36.225+02:00,96.7722091675,2.70727539062
2016-09-17T05:27:37.628+02:00,96.7726135254,2.67233276367
2016-09-17T05:27:39.030+02:00,96.7726135254,2.67233276367
2016-09-17T05:27:40.433+02:00,96.7674789429,3.11639404297
2016-09-17T05:27:41.835+02:00,96.7516937256,4.48001098633
2016-09-17T05:27:43.238+02:00,96.7367172241,5.77438354492
2016-09-17T05:27:44.640+02:00,96.7300567627,6.35012817383
2016-09-17T05:27:46.042+02:00,96.7293167114,6.4137878418
2016-09-17T05:27:47.445+02:00,96.7293167114,6.4137878418
2016-09-17T05:27:48.848+02:00,96.7293167114,6.4137878418
2016-09-17T05:27:50.251+02:00,96.7300262451,6.35272216797
2016-09-17T05:27:51.652+02:00,96.7300262451,6.35272216797
2016-09-17T05:27:53.054+02:00,96.7294006348,6.40701293945
2016-09-17T05:27:54.456+02:00,96.7291183472,6.43103027344
2016-09-17T05:27:55.859+02:00,96.7288589478,6.45346069336
2016-09-17T05:27:57.262+02:00,96.7288589478,6.45346069336
2016-09-17T05:27:58.664+02:00,96.7289581299,6.4446105957
2016-09-17T05:28:00.066+02:00,96.7375640869,5.70132446289
2016-09-17T05:28:01.468+02:00,96.7535552979,4.31927490234
2016-09-17T05:28:02.871+02:00,96.7683639526,3.03915405273
2016-09-17T05:28:04.273+02:00,96.7707748413,2.83148193359
2016-09-17T05:28:05.675+02:00,96.7711334229,2.80017089844
2016-09-17T05:28:07.078+02:00,96.7707748413,2.83148193359
2016-09-17T05:28:08.481+02:00,96.7707672119,2.83200073242
2016-09-17T05:28:09.883+02:00,96.7707672119,2.83200073242
2016-09-17T05:28:11.286+02:00,96.7715911865,2.76049804688
2016-09-17T05:28:12.688+02:00,96.7715911865,2.76049804688
2016-09-17T05:28:14.090+02:00,96.7707595825,2.83251953125
2016-09-17T05:28:15.493+02:00,96.7707595825,2.83251953125
2016-09-17T05:28:16.895+02:00,96.7707595825,2.83251953125
2016-09-17T05:28:18.298+02:00,96.7662582397,3.22180175781
2016-09-17T05:28:19.700+02:00,96.7545013428,4.23733520508
2016-09-17T05:28:21.102+02:00,96.7373962402,5.71539306641
2016-09-17T05:28:22.505+02:00,96.7268676758,6.62573242188
2016-09-17T05:28:23.907+02:00,96.7264251709,6.66436767578
2016-09-17T05:28:25.310+02:00,96.7262649536,6.67739868164
2016-09-17T05:28:26.712+02:00,96.7257537842,6.72229003906
2016-09-17T05:28:28.114+02:00,96.7257537842,6.72229003906
